uniprot,entrez,symbol
A0A024R7P4,NA,KIAA1191
A0A024R7P5,NA,LOC388524
A0A024R7P8,NA,FGFR4
A0A024R7R2,NA,TSPAN17
A0A024R7R3,NA,SNCB
A0A024R7R5,NA,FLJ10404
A0A024R7S1,NA,FGFR4
A0A024R7S2,NA,RAP80
A0A024R7S5,NA,RET
A0A024R7T1,NA,RET
A0A024R7U6,NA,MCM4
A0A024R7V2,NA,ZNF239
A0A024R7V7,NA,CHD7
A0A024R7W4,NA,CXCL12
A0A024R7W6,NA,PDE7A
A0A024R7X1,NA,TERF1
A0A024R7X2,NA,TERF1
A0A024R7X7,NA,STAU2
A0A024R7X9,NA,UBE2W
A0A024R7Y2,NA,TMEM68
A0A024R7Z9,NA,PDGFA
A0A024R801,NA,PDE7A
A0A024R802,NA,PRKAR1B
A0A024R803,NA,FLJ20397
A0A024R805,NA,ADHFE1
A0A024R814,NA,RPL7
A0A024R817,NA,KIAA0415
A0A024R820,NA,SNX8
A0A024R825,NA,CA3
A0A024R836,NA,MGC11257
A0A024R837,NA,HDHD3
A0A024R838,401466,NA
A0A024R842,NA,PAPPA
A0A024R847,NA,C7orf20
A0A024R850,NA,MRRF
A0A024R855,NA,MRRF
A0A024R864,NA,PBX3
A0A024R866,NA,RPL35
A0A024R873,NA,C9orf117
A0A024R884,NA,TNC
A0A024R889,NA,SPTAN1
A0A024R894,NA,GPR144
A0A024R8A7,8939,NA
A0A024R8A9,NA,USP20
A0A024R8B3,NA,FAM73B
A0A024R8B4,NA,FIBCD1
A0A024R8B6,NA,NUP214
A0A024R8C9,NA,ADAMTSL2
A0A024R8D3,NA,C9orf74
A0A024R8D5,9536,NA
A0A024R8E3,NA,DOLPP1
A0A024R8E8,NA,SETX
A0A024R8E9,NA,KIAA0649
A0A024R8F8,NA,EDF1
A0A024R8G1,NA,SURF2
A0A024R8G4,NA,ADAMTS13
A0A024R8G5,NA,GRIN1
A0A024R8H0,NA,EGFL7
A0A024R8I1,NA,CACNA1B
A0A024R8I2,NA,UBADC1
A0A024R8I4,NA,CARD9
A0A024R8I8,NA,C9orf140
A0A024R8I9,158062,NA
A0A024R8J6,NA,ABCA5
A0A024R8J7,NA,AXIN2
A0A024R8K0,NA,AMZ2
A0A024R8L5,NA,WIPI1
A0A024R8L7,NA,ACOX1
A0A024R8L8,NA,EVPL
A0A024R8M3,NA,AXIN2
A0A024R8M4,NA,PRPSAP1
A0A024R8M5,124512,NA
A0A024R8N4,85451,NA
A0A024R8N5,NA,DNAI2
A0A024R8N6,NA,TK1
A0A024R8P7,NA,GRIN2C
A0A024R8Q0,NA,SEPT9
A0A024R8Q1,NA,GAA
A0A024R8Q2,NA,FLJ35220
A0A024R8Q8,NA,C17orf56
A0A024R8R3,NA,CDK3
A0A024R8R5,348262,NA
A0A024R8S0,NA,SLC16A5
A0A024R8S7,NA,ANAPC11
A0A024R8T2,NA,C17orf55
A0A024R8T3,NA,ACOX1
A0A024R8V0,NA,SEPT9
A0A024R8V5,9489,NA
A0A024R8V7,NA,TIMP2
A0A024R8W1,NA,C17orf70
A0A024R8W2,NA,C17orf27
A0A024R8W6,NA,RFNG
A0A024R8X1,4097,NA
A0A024R8X3,NA,CSNK1D
A0A024R8X4,NA,FLJ22222
A0A024R8X6,146712,NA
A0A024R8X7,NA,OLFML2B
A0A024R8X8,NA,FCGR2B
A0A024R8Y0,NA,CDCA1
A0A024R900,NA,PIGC
A0A024R903,NA,LZTR2
A0A024R913,51478,NA
A0A024R914,NA,CEP350
A0A024R920,NA,CACNA1E
A0A024R923,NA,SCYL1BP1
A0A024R930,NA,PRG4
A0A024R935,NA,KIAA0040
A0A024R936,NA,NCF2
A0A024R943,NA,TOR3A
A0A024R947,10896,NA
A0A024R953,NA,TNNT2
A0A024R959,NA,TNNI1
A0A024R962,3075,NA
A0A024R963,NA,PTPN7
A0A024R965,NA,PPP1R12B
A0A024R972,NA,LAMC1
A0A024R973,NA,C1orf27
A0A024R987,163486,NA
A0A024R998,NA,PPP1R12B
A0A024R9A0,286144,NA
A0A024R9A1,NA,RAB7B
A0A024R9A5,NA,TIMM17A
A0A024R9B2,NA,PPP1R12B
A0A024R9B9,NA,MATN2
A0A024R9D6,NA,MFSD4
A0A024R9D8,NA,SPAG1
A0A024R9E2,NA,PABPC1
A0A024R9F1,11244,NA
A0A024R9F4,NA,C8orf78
A0A024R9G1,NA,SPAG1
A0A024R9G8,NA,PHF20L1
A0A024R9H1,NA,MATN2
A0A024R9H6,NA,PTK2
A0A024R9H7,NA,CCDC26
A0A024R9I3,NA,NDRG1
A0A024R9I4,NA,RSPO2
A0A024R9I7,NA,MEIS2
A0A024R9I8,NA,C8orf32
A0A024R9J1,NA,MEIS2
A0A024R9J7,NA,DCC1
A0A024R9K5,NA,ZFYVE19
A0A024R9K7,NA,C15orf24
A0A024R9L5,NA,MAPKBP1
A0A024R9L7,NA,MYC
A0A024R9M8,NA,HIATL1
A0A024R9N8,NA,SLC2A9
A0A024R9P4,NA,TGM5
A0A024R9Q0,NA,C9orf102
A0A024R9Q1,NA,THBS1
A0A024R9Q5,NA,LTK
A0A024R9Q8,NA,RBPSUH
A0A024R9R5,NA,ZFP106
A0A024R9S6,NA,FLJ90013
A0A024R9S7,NA,C9orf3
A0A024R9T4,NA,TGM5
A0A024R9U8,NA,HUWE1
A0A024R9V5,NA,FLJ13197
A0A024R9V8,NA,KLHL5
A0A024R9W3,NA,FLJ20273
A0A024R9W8,NA,SLC30A9
A0A024R9Y3,NA,HUWE1
A0A024R9Y4,NA,PHF8
A0A024R9Z3,NA,ETV1
A0A024R9Z5,NA,ETV1
A0A024RA01,NA,MGC42090
A0A024RA02,NA,ETV1
A0A024RA03,340273,NA
A0A024RA13,NA,C7orf31
A0A024RA28,NA,HNRPA2B1
A0A024RA37,NA,HOXA10
A0A024RA48,NA,SNX13
A0A024RA50,NA,DNAH11
A0A024RA53,NA,STK17A
A0A024RA63,NA,STEAP1
A0A024RA78,NA,PDE1C
A0A024RA79,NA,KIAA0241
A0A024RA80,NA,TXNDC3
A0A024RA83,NA,AAA1
A0A024RA92,NA,GLI3
A0A024RA95,NA,TMCO4
A0A024RAA3,NA,TMCO4
A0A024RAB6,NA,HSPG2
A0A024RAB7,NA,GALE
A0A024RAC0,NA,LUZP1
A0A024RAC4,NA,ID3
A0A024RAC6,NA,ELOA
A0A024RAC8,NA,C1orf201
A0A024RAC9,NA,ZUBR1
A0A024RAD2,NA,TMCO4
A0A024RAE0,NA,RHCE
A0A024RAE5,NA,MGC10993
A0A024RAF4,NA,KIF17
A0A024RAF8,259283,NA
A0A024RAF9,NA,HS6ST1
A0A024RAI0,NA,C1orf63
A0A024RAI9,NA,LIMS2
A0A024RAJ8,NA,IQGAP2
A0A024RAK0,NA,WDR41
A0A024RAK8,NA,ATG10
A0A024RAL2,NA,RASA1
A0A024RAL3,NA,ZFYVE16
A0A024RAM4,NA,MAP1B
A0A024RAM5,NA,S100Z
A0A024RAM7,NA,RHOBTB3
A0A024RAN2,NA,CAST
A0A024RAN4,NA,CLEC12B
A0A024RAN5,NA,ATG10
A0A024RAN6,NA,CLEC1A
A0A024RAP1,NA,CLEC2D
A0A024RAP6,NA,COX7C
A0A024RAQ3,NA,DHFR
A0A024RAQ4,NA,PRH1
A0A024RAR0,NA,PRH1
A0A024RAR1,79370,NA
A0A024RAR6,NA,FIS
A0A024RAR8,NA,ARTS-1
A0A024RAS1,NA,RGMB
A0A024RAS3,51202,NA
A0A024RAT6,NA,FLJ22028
A0A024RAU5,NA,GYS2
A0A024RAW5,NA,STK38L
A0A024RAX3,NA,LMO3
A0A024RAX5,NA,CREBL2
A0A024RAX6,NA,SLCO1B3
A0A024RAY9,NA,LRMP
A0A024RAZ2,NA,MAP3K12
A0A024RB00,9840,NA
A0A024RB01,NA,ITGA5
A0A024RB03,NA,KIAA0528
A0A024RB35,NA,C1QDC1
A0A024RB36,NA,TAC3
A0A024RB41,4666,NA
A0A024RB50,NA,B4GALNT1
A0A024RB51,3221,NA
A0A024RB62,NA,METTL1
A0A024RB64,85406,NA
A0A024RB66,NA,HOXC10
A0A024RB67,NA,XPOT
A0A024RB73,9840,NA
A0A024RB84,NA,ERBB3
A0A024RB92,NA,R3HDM2
A0A024RBA2,NA,MARS
A0A024RBB0,NA,PHLDA1
A0A024RBC8,NA,DSPG3
A0A024RBD4,NA,CCDC41
A0A024RBD9,NA,AMDHD1
A0A024RBE1,NA,TMEM19
A0A024RBE4,NA,CAPS2
A0A024RBE6,NA,NAP1L1
A0A024RBF1,NA,PPP1R12A
A0A024RBF3,NA,GOLGA2L1
A0A024RBH6,NA,DAO
A0A024RBI8,NA,GIT2
A0A024RBK0,NA,C12orf47
A0A024RBK7,NA,C12orf42
A0A024RBK8,NA,RASAL1
A0A024RBK9,NA,TXNRD1
A0A024RBL4,NA,RBM19
A0A024RBM1,NA,FLJ20674
A0A024RBM2,NA,TMEM118
A0A024RBM5,NA,FBXW8
A0A024RBN6,NA,COX6A1
A0A024RBP7,NA,UNQ1887
A0A024RBQ5,NA,OAS3
A0A024RBR4,NA,HIP1R
A0A024RBR8,NA,ZNF664
A0A024RBS1,NA,GCN1L1
A0A024RBS3,NA,NCOR2
A0A024RBS6,NA,PUS1
A0A024RBS9,NA,MORN3
A0A024RBT0,NA,WDR66
A0A024RBT1,79369,NA
A0A024RBT5,NA,CSF2RA
A0A024RBT8,NA,CCDC62
A0A024RBT9,438,NA
A0A024RBU4,9189,NA
A0A024RBU9,NA,NCOR2
A0A024RBX8,NA,AP1S2
A0A024RBY6,NA,GK
A0A024RC03,NA,GPR64
A0A024RC13,NA,GABRE
A0A024RC14,NA,MAGEA10
A0A024RC29,NA,DSC3
A0A024RC30,NA,DSG3
A0A024RC31,NA,KIAA1012
A0A024RC38,NA,DTNA
A0A024RC47,NA,ZNF24
A0A024RC51,NA,SCAND2
A0A024RC55,NA,MFGE8
A0A024RC59,NA,MFGE8
A0A024RC65,8826,NA
A0A024RC68,390637,NA
A0A024RC75,NA,CHD2
A0A024RC76,NA,ISG20
A0A024RC81,NA,TTC23
A0A024RC82,NA,ISG20L1
A0A024RC85,NA,TTC23
A0A024RC87,NA,RNH1
A0A024RC91,NA,LASS3
A0A024RCA0,NA,LRRC56
A0A024RCA6,NA,SLC25A22
A0A024RCB0,NA,TNNI2
A0A024RCB5,NA,CHID1
A0A024RCB9,NA,TSSC4
A0A024RCC4,NA,NUP98
A0A024RCC7,NA,FLJ42289
A0A024RCC8,NA,LINS1
A0A024RCD0,NA,PCSK6
A0A024RCD1,NA,ART5
A0A024RCE2,NA,PCSK6
A0A024RCE6,NA,IGF2
A0A024RCF0,NA,C11orf36
A0A024RCG1,NA,CXorf34
A0A024RCG2,NA,SLC22A18
A0A024RCG5,NA,ARMCX6
A0A024RCH4,NA,ARMCX4
A0A024RCI2,NA,ZNF96
A0A024RCI3,NA,TAF7L
A0A024RCJ5,NA,MICB
A0A024RCJ8,170954,NA
A0A024RCL6,NA,CCHCR1
A0A024RCL9,NA,LST1
A0A024RCM3,7919,NA
A0A024RCM5,NA,C6orf48
A0A024RCN2,NA,MSH5
A0A024RCN3,NA,LY6G5B
A0A024RCP2,NA,DOM3Z
A0A024RCP6,63940,NA
A0A024RCQ0,NA,DOM3Z
A0A024RCQ8,NA,PPT2
A0A024RCR3,5089,NA
A0A024RCR6,NA,BAG6
A0A024RCR8,NA,RGL2
A0A024RCR9,NA,RING1
A0A024RCS8,NA,HCP5
A0A024RCT2,NA,VPS52
A0A024RCT9,NA,HMGA1
A0A024RCU1,NA,SKIV2L
A0A024RCU8,NA,HMGA1
A0A024RCU9,NA,SRPK1
A0A024RCV8,NA,MSH5-SAPCD1
A0A024RCW4,NA,C6orf48
A0A024RCW7,NA,DOM3Z
A0A024RCW9,NA,GLP1R
A0A024RCX0,NA,BRPF3
A0A024RCX2,NA,PRRT1
A0A024RCY1,NA,VPS52
A0A024RCY7,NA,C6orf64
A0A024RCZ2,NA,TNRC5
A0A024RCZ4,NA,C6orf1
A0A024RCZ7,NA,C6orf49
A0A024RD01,NA,TBN
A0A024RD06,NA,HMGA1
A0A024RD07,NA,TNRC5
A0A024RD10,NA,ZNF76
A0A024RD20,NA,FLJ43093
A0A024RD26,NA,GPR116
A0A024RD28,NA,C6orf139
A0A024RD39,NA,PLA2G7
A0A024RD40,NA,TNFRSF21
A0A024RD44,NA,MRPL2
A0A024RD48,NA,CCND3
A0A024RD50,NA,TRERF1
A0A024RD52,NA,PAQR8
A0A024RD60,NA,FBXO9
A0A024RD61,NA,ELOVL5
A0A024RD63,NA,PRIM2A
A0A024RD64,125150,NA
A0A024RD77,NA,FBXO9
A0A024RDA6,NA,IGFBP7
A0A024RDB8,NA,HPSE
A0A024RDB9,NA,ART3
A0A024RDC1,NA,NYD-SP26
A0A024RDC9,NA,UGT2B7
A0A024RDD6,NA,LOC285513
A0A024RDE4,NA,IBSP
A0A024RDF2,NA,LOC150159
A0A024RDF8,NA,ADH4
A0A024RDG4,NA,ART3
A0A024RDH5,NA,HDCMA18P
A0A024RDI3,NA,ADH6
A0A024RDI4,NA,ANK2
A0A024RDI5,NA,ADH1B
A0A024RDJ6,NA,UBE2D3
A0A024RDJ8,NA,BDH2
A0A024RDK2,NA,ANK2
A0A024RDL4,5260,NA
A0A024RDL5,NA,AUTS2
A0A024RDL9,NA,PSPH
A0A024RDM2,NA,CRYL1
A0A024RDN1,NA,IFT88
A0A024RDQ1,NA,FRY
A0A024RDQ2,NA,ZMYM5
A0A024RDQ5,NA,GTF3A
A0A024RDQ7,NA,MTIF3
A0A024RDT0,NA,MGC48915
A0A024RDT2,10161,NA
A0A024RDV0,9724,NA
A0A024RDV2,10443,NA
A0A024RDW9,NA,DAOA
A0A024RDY0,NA,RANBP5
A0A024RDZ9,NA,RP11-98F14.6
A0A024RE03,NA,CLYBL
A0A024RE10,NA,UPF3A
A0A024RE11,NA,MAL
A0A024RE13,NA,RNASEN
A0A024RE15,23037,NA
A0A024RE16,NA,AMACR
A0A024RE18,NA,PROM2
A0A024RE23,NA,SLC45A2
A0A044PY82,NA,MISP3
A0A059PXU1,NA,MGMT
A0A059QAQ1,NA,ATP8
A0A059QAQ3,NA,ND4
A0A059QAV5,NA,CYTB
A0A059QB50,NA,ND2
A0A059QB52,NA,COX3
A0A059QB76,NA,ND1
A0A059QB80,NA,ATP6
A0A059QB82,NA,ND5
A0A059QBD7,NA,COX1
A0A059QBJ1,NA,COX1
A0A059QC08,NA,ND4L
A0A059QC17,NA,COX1
A0A059QC55,NA,COX1
A0A059QCA6,NA,ND3
A0A059QCR4,NA,ND3
A0A059QCS4,NA,ND1
A0A059QCT2,NA,ND2
A0A059QCY2,NA,ND1
A0A059QD15,NA,ND4
A0A059QD37,NA,COX1
A0A059QD44,NA,CYTB
A0A059QD68,NA,COX3
A0A059QD90,NA,ND1
A0A059QDA5,NA,ND1
A0A059QDC6,NA,COX1
A0A059QDD1,NA,CYTB
A0A059QDH0,NA,ND3
A0A059QDH5,NA,COX1
A0A059QDN3,NA,COX1
A0A059QDN8,NA,ND3
A0A059QDQ3,NA,COX3
A0A059QDR4,NA,COX3
A0A059QDY7,NA,COX1
A0A059QEA2,NA,ND3
A0A059QEB7,NA,ND4L
A0A059QEC3,NA,COX1
A0A059QED7,NA,COX1
A0A059QEE2,NA,COX1
A0A059QEE7,NA,ND3
A0A059QEH3,NA,ND4L
A0A059QEI1,NA,ND4L
A0A059QEI7,NA,ND1
A0A059QEK9,NA,CYTB
A0A059QEL3,NA,COX1
A0A059QEL9,NA,ND3
A0A059QEM6,NA,COX1
A0A059QER0,NA,ND4L
A0A059QER5,NA,ND3
A0A059QET0,NA,ND2
A0A059QEX1,NA,ND3
A0A059QEX3,NA,COX1
A0A059QEX8,NA,ND3
A0A059QEY0,NA,CYTB
A0A059QF23,NA,ND1
A0A059QF37,NA,COX1
A0A059QF38,NA,ND3
A0A059QF42,NA,ND3
A0A059QF73,NA,ND6
A0A059QF83,NA,COX1
A0A059QF86,NA,COX3
A0A059QFD5,NA,COX2
A0A059QFD8,NA,ND4L
A0A059QFE2,NA,ND1
A0A059QFE7,NA,ND5
A0A059QFL0,NA,ND2
A0A059QFL5,NA,COX3
A0A059QFN5,NA,COX1
A0A059QG34,NA,COX1
A0A059QG38,NA,ND3
A0A059QG65,NA,COX1
A0A059QGJ9,NA,ATP6
A0A059QGK2,NA,COX1
A0A059QGM3,NA,COX3
A0A059QGV3,NA,ND3
A0A059QGX8,NA,ND2
A0A059QH09,NA,ND5
A0A059QH15,NA,ND3
A0A059QH16,NA,CYTB
A0A059QH25,NA,COX1
A0A059QH26,NA,ND4
A0A059QH44,NA,ND5
A0A059QHA2,NA,CYTB
A0A059QHB6,NA,COX1
A0A059QHC0,NA,ND3
A0A059QHC7,NA,ND3
A0A059QHD6,NA,ND4L
A0A059QHG0,NA,ND1
A0A059QHH9,NA,ND4L
A0A059QHI3,NA,ND1
A0A059QHK0,NA,ND4L
A0A059QHL2,NA,ND4L
A0A059QHN0,NA,ND1
A0A059QHQ8,NA,COX1
A0A059QHV3,NA,ND3
A0A059QHW4,NA,CYTB
A0A059QHY5,NA,ND1
A0A059QI24,NA,COX1
A0A059QI72,NA,COX2
A0A059QI76,NA,ND4L
A0A059QIA1,NA,ND1
A0A059QIB0,NA,ND3
A0A059QIB6,NA,COX1
A0A059QIC2,NA,ND3
A0A059QIH8,NA,COX1
A0A059QIJ6,NA,ND3
A0A059QIL1,NA,ND1
A0A059QIL9,NA,COX1
A0A059QIM3,NA,COX1
A0A059QIM5,NA,ND3
A0A059QIM7,NA,COX3
A0A059QIM8,NA,ND3
A0A059QIR2,NA,ND5
A0A059QIR7,NA,ND4L
A0A059QIX8,NA,ND4L
A0A059QIY9,NA,ATP6
A0A059QJ14,NA,ND5
A0A059QJ22,NA,COX1
A0A059QJ35,NA,ND4L
A0A059QJ42,NA,ND1
A0A059QJ43,NA,COX1
A0A059QJ47,NA,ATP6
A0A059QJ58,NA,ND1
A0A059QJB6,NA,COX1
A0A059QJB7,NA,COX1
A0A059QJC1,NA,ND3
A0A059QJC8,NA,COX1
A0A059QJD2,NA,ND2
A0A059QJE1,NA,CYTB
A0A059QJF0,NA,ND1
A0A059QJH2,NA,ND4L
A0A059QJI7,NA,COX3
A0A059QJJ8,NA,ND4L
A0A059QJL1,NA,ND4L
A0A059QJL5,NA,ND1
A0A059QJQ7,NA,COX3
A0A059QJQ9,NA,COX1
A0A059QJR3,NA,ND3
A0A059QJR7,NA,COX1
A0A059QJT8,NA,ND2
A0A059QJU3,NA,COX1
A0A059QJU5,NA,COX3
A0A059QK12,NA,COX1
A0A059QK18,NA,ND3
A0A059QK23,NA,CYTB
A0A059QK46,NA,ND2
A0A059QK68,NA,COX1
A0A059QK75,NA,CYTB
A0A059QKC3,NA,ND3
A0A059QKF2,NA,ND3
A0A059QKF3,NA,ND4L
A0A059QKH3,NA,CYTB
A0A059QKI7,NA,ND2
A0A059QKK1,NA,ND1
A0A059QKK3,NA,COX1
A0A059QKL2,NA,ND5
A0A059QKS9,NA,ND1
A0A059QL24,NA,COX1
A0A059QL41,NA,COX1
A0A059QL46,NA,ND3
A0A059QL72,NA,ND1
A0A059QL84,NA,ND4L
A0A059QLA4,NA,ND5
A0A059QLE2,NA,COX1
A0A059QLE4,NA,ND3
A0A059QLE7,NA,ND3
A0A059QLF6,NA,ND4L
A0A059QLG0,NA,ND6
A0A059QLJ3,NA,COX1
A0A059QLM0,NA,ND3
A0A059QLQ9,NA,ATP6
A0A059QLT7,NA,COX3
A0A059QLX8,NA,COX2
A0A059QLY3,NA,ND3
A0A059QLY9,NA,ATP6
A0A059QLZ1,NA,ND4
A0A059QLZ6,NA,COX1
A0A059QLZ9,NA,ND3
A0A059QM28,NA,ND1
A0A059QM31,NA,COX2
A0A059QM38,NA,COX1
A0A059QM41,NA,ND3
A0A059QM45,NA,CYTB
A0A059QM53,NA,ATP8
A0A059QM57,NA,ND4
A0A059QM62,NA,ND2
A0A059QMA0,NA,ND4L
A0A059QMC6,NA,COX3
A0A059QMD4,NA,CYTB
A0A059QMF7,NA,COX1
A0A059QMG1,NA,ND3
A0A059QMH2,NA,ND4L
A0A059QMM8,NA,COX3
A0A059QMS2,NA,COX1
A0A059QMS7,NA,ND3
A0A059QMT2,NA,COX1
A0A059QMU0,NA,ND4L
A0A059QMX2,NA,COX1
A0A059QMX8,NA,CYTB
A0A059QN10,NA,COX1
A0A059QN28,NA,COX1
A0A059QN30,NA,COX1
A0A059QN62,NA,ND1
A0A059QN76,NA,ND3
A0A059QN78,NA,ND3
A0A059QN92,NA,ND3
A0A059QNC6,NA,ND5
A0A059QNK0,NA,COX1
A0A059QNN3,NA,COX3
A0A059QNN4,NA,ATP8
A0A059QNP1,NA,ND4
A0A059QNP6,NA,COX3
A0A059QNR0,NA,ND4L
A0A059QNR9,NA,ND3
A0A059QNT1,NA,ND3
A0A059QNU0,NA,ND4
A0A059QNV4,NA,COX2
A0A059QNZ6,NA,ND3
A0A059QP01,NA,ND3
A0A059QP15,NA,COX3
A0A059QP19,NA,COX3
A0A059QP35,NA,ND1
A0A059QP43,NA,ND5
A0A059QP57,NA,COX3
A0A059QP87,NA,ND4
A0A059QPB1,NA,ND5
A0A059QPB2,NA,COX1
A0A059QPD2,NA,ND4
A0A059QPE0,NA,ND3
A0A059QPE7,NA,COX2
A0A059QPE9,NA,COX2
A0A059QPF3,NA,ND4L
A0A059QPG7,NA,COX1
A0A059QPH2,NA,ND3
A0A059QPH6,NA,ND3
A0A059QPH7,NA,CYTB
A0A059QPI2,NA,COX1
A0A059QPK2,NA,ND3
A0A059QPL2,NA,ND4L
A0A059QPL3,NA,ATP6
A0A059QPL7,NA,ND5
A0A059QPM1,NA,COX1
A0A059QPM6,NA,COX1
A0A059QPM9,NA,ND4L
A0A059QPN2,NA,ND3
A0A059QPP8,NA,COX1
A0A059QPR0,NA,ND6
A0A059QPR4,NA,COX2
A0A059QPS5,NA,COX1
A0A059QPS9,NA,ND3
A0A059QPT6,NA,COX2
A0A059QPU1,NA,ND4L
A0A059QPU3,NA,COX2
A0A059QPU5,NA,ND1
A0A059QPV3,NA,COX1
A0A059QPV5,NA,ND5
A0A059QPW0,NA,COX1
A0A059QPW5,NA,ND3
A0A059QPX7,NA,ATP8
A0A059QPY1,NA,COX3
A0A059QPY2,NA,ND4
A0A059QPY9,NA,COX2
A0A059QPZ6,NA,ND3
A0A059QPZ9,NA,ND1
A0A059QQ07,NA,ND5
A0A059QQ12,NA,COX1
A0A059QQ15,NA,ND2
A0A059QQ34,NA,ND1
A0A059QQ42,NA,ND5
A0A059QQ46,NA,COX1
A0A059QQ51,NA,ND3
A0A059QQ67,NA,ND2
A0A059QQ89,NA,ND4
A0A059QQ92,NA,ND2
A0A059QQA1,NA,COX1
A0A059QQA7,NA,COX2
A0A059QQB0,NA,ND4L
A0A059QQB4,NA,ND1
A0A059QQB7,NA,ATP6
A0A059QQD4,NA,ND4L
A0A059QQE9,NA,ND4L
A0A059QQF0,NA,COX1
A0A059QQF2,NA,COX3
A0A059QQF3,NA,ND3
A0A059QQF9,NA,CYTB
A0A059QQG1,NA,ATP8
A0A059QQG5,NA,ND5
A0A059QQH1,NA,ND2
A0A059QQI6,NA,ND4
A0A059QQL1,NA,ND4L
A0A059QQL5,NA,ND1
A0A059QQM1,NA,ATP6
A0A059QQP1,NA,CYTB
A0A059QQR4,NA,COX3
A0A059QQR5,NA,ND2
A0A059QQT1,NA,ND1
A0A059QQT5,NA,ATP6
A0A059QQT9,NA,ND5
A0A059QQW3,NA,ND6
A0A059QQY2,NA,ND4
A0A059QQY6,NA,COX1
A0A059QQZ5,NA,ND1
A0A059QQZ9,NA,ATP6
A0A059QR22,NA,ND1
A0A059QR26,NA,ATP6
A0A059QR28,NA,CYTB
A0A059QR29,NA,ND5
A0A059QR41,NA,CYTB
A0A059QR61,NA,ND4
A0A059QR65,NA,ND1
A0A059QR71,NA,ATP6
A0A059QRC9,NA,ND1
A0A059QRD6,NA,COX1
A0A059QRF5,NA,ND3
A0A059QRI7,NA,COX1
A0A059QRJ6,NA,CYTB
A0A059QRK8,NA,ND2
A0A059QRQ4,NA,COX3
A0A059QRV9,NA,ND1
A0A059QS00,NA,ND3
A0A059QS05,NA,CYTB
A0A059QS43,NA,CYTB
A0A059QS59,NA,COX2
A0A059QSC5,NA,ND4L
A0A059QSE2,NA,COX1
A0A059QSE5,NA,ND3
A0A059QSG3,NA,ND2
A0A059QSG6,NA,COX3
A0A059QSI6,NA,ATP6
A0A059QSI9,NA,COX1
A0A059QSJ5,NA,COX1
A0A059QSN6,NA,ND1
A0A059QSP8,NA,COX1
A0A059QSQ3,NA,ND3
A0A059QSR8,NA,ND4
A0A059QSS4,NA,ND2
A0A059QSS8,NA,COX3
A0A059QST3,NA,CYTB
A0A059QSV5,NA,ND2
A0A059QSW1,NA,COX3
A0A059QSZ9,NA,COX1
A0A059QT02,NA,ND3
A0A059QT07,NA,CYTB
A0A059QT87,NA,ND2
A0A059QT91,NA,COX3
A0A059QTD3,NA,ND3
A0A059QTD5,NA,CYTB
A0A059QTG0,NA,ND2
A0A059QTG6,NA,COX3
A0A059QTI8,NA,COX3
A0A059QTJ2,NA,ND6
A0A059QTP8,NA,COX3
A0A059QTT8,NA,ATP8
A0A059QTU3,NA,ND4
A0A059QTV7,NA,COX2
A0A059QTW9,NA,COX2
A0A059QU57,NA,ND3
A0A059QUA0,NA,ND2
A0A059QUH8,NA,ND2
A0A059QUW1,NA,ND4
A0A059QUX8,NA,ND4L
A0A059QUY0,NA,ND1
A0A059QUY8,NA,ND5
A0A059QUZ1,NA,COX1
A0A059QV06,NA,ND1
A0A059QV08,NA,ND4
A0A059QV99,NA,ND1
A0A059QVB1,NA,COX1
A0A059QVB4,NA,ND4L
A0A059QVD2,NA,COX1
A0A059QVD6,NA,ND3
A0A059QVE0,NA,CYTB
A0A059QVH0,NA,COX2
A0A059QVH5,NA,ND4L
A0A059QVJ8,NA,CYTB
A0A059QVS9,NA,COX1
A0A059QVT6,NA,ND3
A0A059QW06,NA,COX1
A0A059QW12,NA,ND3
A0A059QW16,NA,ND4
A0A059QW18,NA,CYTB
A0A059QWC0,NA,ND1
A0A059QWC2,NA,ATP6
A0A059QWC3,NA,ND5
A0A059QWE2,NA,ND4
A0A059QX78,NA,COX1
A0A059QXM3,NA,COX1
A0A059QXN6,NA,COX1
A0A059QY45,NA,ND5
A0A059QYL0,NA,CYTB
A0A059QZ90,NA,ND2
A0A059QZA3,NA,COX1
A0A059R071,NA,ND1
A0A059R0K6,NA,ND5
A0A059R0Q7,NA,ND1
A0A059R1N5,NA,COX1
A0A059R1T0,NA,COX2
A0A059R1W7,NA,ND4L
A0A059R2S3,NA,COX1
A0A059R2T6,NA,CYTB
A0A059R342,NA,COX3
A0A059R372,NA,ND4
A0A059R3Y5,NA,ND4L
A0A059R4W0,NA,ND1
A0A059R566,NA,ND3
A0A059R571,NA,CYTB
A0A059R585,NA,ND3
A0A059R5A7,NA,COX3
A0A059R5S6,NA,COX1
A0A059R5Y0,NA,ND4L
A0A059R6D6,NA,CYTB
A0A059R703,NA,CYTB
A0A059R879,NA,COX3
A0A059R8S4,NA,COX1
A0A059R8S9,NA,ND3
A0A059R8T0,NA,ND4
A0A059R8V1,NA,ND4L
A0A059R8Y9,NA,COX3
A0A059R902,NA,ND4
A0A059R906,NA,ND1
A0A059R983,NA,ND2
A0A059R9B8,NA,COX1
A0A059R9C6,NA,ND3
A0A059R9F3,NA,ND4L
A0A059R9I3,NA,COX1
A0A059RA34,NA,ND4L
A0A059RAT0,NA,CYTB
A0A059RAT6,NA,ND2
