uniprot,biogrid
O95568,124936
O95571,117034
O95573,108477
O95600,116435
O95602,117396
O95613,111146
O95619,113761
O95620,116246
O95622,106624
O95625,118005
O95628,110912
O95630,115863
O95631,114816
O95633,115562
O95639,116104
O95644,110845
O95661,114534
O95670,107017
O95671,114178
O95672,114820
O95674,114295
O95677,108382
O95678,114567
O95684,116291
O95685,111501
O95696,117273
O95704,115593
O95707,115993
O95711,114839
O95714,114438
O95715,114921
O95716,114919
O95718,108406
O95721,114748
O95741,114763
O95747,115269
O95749,114842
O95750,115290
O95751,117169
O95754,115764
O95755,114971
O95757,116500
O95758,115312
O95759,116311
O95760,124776
O95772,123815
O95777,119679
O95782,106669
O95785,121845
O95786,117121
O95789,114638
O95793,112657
O95801,113119
O95803,114751
O95807,117120
O95810,114016
O95813,114753
O95816,114908
O95817,114907
O95819,114838
O95822,116989
O95825,115271
O95831,114579
O95832,114533
O95833,114489
O95834,117290
O95835,114563
O95837,114989
O95843,114985
O95847,114866
O95848,129152
O95857,117984
O95858,117099
O95859,117098
O95861,115653
O95863,112499
O95864,114810
O95865,117107
O95866,123283
O95867,123284
O95868,121850
O95870,113650
O95872,113648
O95873,121786
O95876,119249
O95881,119252
O95886,121839
O95897,125007
O95900,117942
O95905,116450
O95907,117083
O95918,113659
O95922,117340
O95925,121383
O95926,117444
O95931,117044
O95935,114550
O95936,113916
O95944,114827
O95947,112774
O95948,114865
O95954,116053
O95967,119026
O95968,115892
O95969,115891
O95970,114645
O95971,116299
O95972,114644
O95976,115553
O95977,114243
O95980,114014
O95983,119788
O95985,114452
O95988,114983
O95989,116336
O95990,116341
O95994,115802
O95995,108892
O95996,115585
O95997,114663
O95998,115379
O95999,114429
O96000,110796
O96001,116054
O96004,114814
O96005,107619
O96006,114626
O96007,110481
O96008,115716
O96009,114861
O96011,114327
O96013,115586
O96014,113318
O96015,115430
O96017,116369
O96018,114920
O96019,106601
O96020,114582
O96024,114248
O96028,113306
O96033,110481
P00156,110619
P00167,107908
P00325,106637
P00326,106638
P00338,110131
P00352,106718
P00367,109008
P00374,108065
P00387,108071
P00390,109191
P00395,110615
P00403,110616
P00414,110617
P00439,111090
P00441,112530
P00450,107748
P00451,108455
P00480,111050
P00488,108460
P00491,110921
P00492,109488
P00505,109068
P00519,106543
P00533,108276
P00540,110483
P00558,111251
P00568,106706
P00709,110101
P00734,108447
P00736,107176
P00738,109480
P00739,109487
P00740,108456
P00742,108457
P00746,108039
P00747,111356
P00748,108459
P00749,111344
P00750,111343
P00751,107098
P00797,111904
P00813,106614
P00846,110612
P00915,107214
P00918,107215
P00966,106937
P00973,110992
P00995,112568
P01008,106953
P01009,111283
P01011,106530
P01019,106690
P01023,106524
P01024,107179
P01031,107188
P01033,112932
P01034,107853
P01036,107854
P01037,107851
P01040,107857
P01042,110026
P01100,108636
P01106,110694
P01111,110952
P01112,109501
P01116,110043
P01127,111181
P01130,110141
P01133,108270
P01135,112897
P01137,112898
P01138,110869
P01148,109058
P01160,110938
P01178,111060
P01185,107032
P01189,111439
P01210,111205
P01213,111199
P01215,107507
P01222,113103
P01225,108766
P01236,111602
P01241,108955
P01242,108956
P01258,107247
P01266,112896
P01270,111713
P01275,108911
P01282,113273
P01286,108958
P01298,111531
P01303,110914
P01308,109842
P01344,109702
P01350,108796
P01374,110227
P01375,112979
P01562,"109662, 109670"
P01563,109663
P01566,109669
P01567,109667
P01568,109674
P01569,109665
P01570,109671
P01571,109673
P01574,109678
P01579,109680
P01583,109768
P01584,109769
P01588,108370
P01589,109774
P01591,109732
P01730,107358
P01732,107363
P01833,111302
P01889,109351
P01892,109350
P01903,109367
P01909,"109362, 1529240"
P01911,109368
P01912,109368
P01920,109364
P02008,109300
P02042,109295
P02100,109296
P02144,110321
P02452,107674
P02458,107677
P02461,107678
P02462,107679
P02489,107799
P02511,107800
P02533,110059
P02538,110051
P02545,110186
P02549,112586
P02585,112980
P02647,106832
P02649,106845
P02652,106833
P02654,106838
P02655,106841
P02656,106842
P02671,108534
P02675,108535
P02679,108557
P02686,110325
P02689,111388
P02708,107556
P02724,109248
P02730,112412
P02741,107791
P02743,106822
P02745,107173
P02746,107174
P02747,107175
P02748,107196
P02749,106847
P02750,125537
P02751,108621
P02753,111884
P02760,106757
P02763,111046
P02765,106700
P02766,113127
P02768,106715
P02771,106682
P02774,108908
P02775,111469
P02776,111219
P02778,109839
P02786,112895
P02787,112876
P02788,110235
P02790,109500
P02792,108789
P02794,108773
P02795,110608
P02808,112656
P02810,111545
P02814,116087
P02818,107101
P03372,108403
P03886,110631
P03891,110632
P03897,110633
P03901,110635
P03905,110634
P03915,110636
P03923,110637
P03928,110613
P03950,106780
P03951,108458
P03952,110018
P03956,110456
P03971,106765
P03973,112475
P04003,107183
P04004,113287
P04035,109399
P04040,107297
P04049,111831
P04053,108127
P04054,111336
P04062,108899
P04066,108793
P04070,111608
P04075,106728
P04080,107858
P04083,106798
P04085,111180
P04090,111951
P04114,106835
P04118,107618
P04141,107824
P04150,109165
P04155,112889
P04156,111606
P04179,112531
P04180,110123
P04181,110996
P04183,112938
P04196,109509
P04198,110698
P04201,110312
P04216,112926
P04217,106523
P04233,107410
P04234,107353
P04259,110052
P04264,110046
P04271,112193
P04275,113289
P04278,112359
P04279,112306
P04280,111534
P04350,115655
P04406,108868
P04424,106927
P04439,109350
P04440,109360
P04553,111604
P04554,111605
P04626,108376
P04628,113308
P04629,110969
P04632,107276
P04637,113010
P04731,110595
P04732,110599
P04733,110600
P04745,"106773, 106774, 106775"
P04746,106776
P04792,109547
P04798,107923
P04808,111945
P04818,113149
P04839,107916
P04843,112099
P04844,112100
P04899,109033
P04908,"109266, 113931"
P04920,112413
P04921,109250
P05000,109689
P05013,109666
P05014,109664
P05015,109672
P05019,109700
P05023,106966
P05026,106971
P05060,107539
P05062,106730
P05067,106848
P05089,106878
P05090,106844
P05091,106719
P05093,107958
P05106,109896
P05107,109895
P05108,107955
P05109,112187
P05111,109835
P05112,109779
P05113,109781
P05114,109393
P05120,111092
P05121,111091
P05129,111568
P05141,106789
P05154,111135
P05155,107171
P05156,109652
P05160,108463
P05161,114995
P05162,110148
P05164,110493
P05165,111128
P05166,111129
P05177,107924
P05181,107944
P05186,106750
P05187,106751
P05198,108285
P05204,109394
P05230,108537
P05231,109783
P05305,108228
P05362,109610
P05386,112095
P05387,112096
P05388,112094
P05408,112345
P05412,109928
P05413,108468
P05423,107129
P05451,111899
P05452,112978
P05455,112619
P05496,107001
P05538,109365
P05543,112769
P05546,109303
P05549,112878
P05556,109894
P05771,111565
P05783,110073
P05787,110054
P05813,107801
P05814,107834
P05937,107244
P05976,110716
P05981,109486
P05997,107687
P06028,109249
P06126,107347
P06127,107359
P06132,113235
P06133,113210
P06213,109854
P06239,110124
P06241,108810
P06276,107064
P06280,108981
P06307,107327
P06340,109356
P06396,109189
P06400,111860
P06401,111260
P06454,111724
P06493,107420
P06576,106994
P06681,107178
P06702,112188
P06703,112185
P06729,107352
P06730,108292
P06731,107478
P06732,107578
P06733,108338
P06734,108502
P06737,111794
P06744,109082
P06746,111419
P06748,110929
P06753,113023
P06756,109891
P06850,107782
P06858,110205
P06865,109322
P06870,110016
P06881,107247
P06899,114460
P07093,111288
P07098,114085
P07099,108366
P07101,112912
P07108,107990
P07148,108466
P07195,110137
P07196,110822
P07197,110818
P07199,107488
P07203,109134
P07204,112914
P07205,111253
P07225,111611
P07237,111073
P07288,106850
P07305,109260
P07306,106924
P07307,106925
P07311,106612
P07315,107810
P07316,107809
P07320,107811
P07327,106636
P07332,108533
P07333,107823
P07339,107889
P07355,106799
P07357,107192
P07358,107193
P07359,109073
P07360,107194
P07384,107273
P07437,128444
P07451,107216
P07476,109917
P07477,111626
P07478,111627
P07492,109179
P07498,107835
P07510,107568
P07550,106663
P07585,108002
P07602,111639
P07686,109323
P07711,107894
P07737,111237
P07738,107137
P07741,106849
P07766,107354
P07814,108372
P07858,107888
P07864,110140
P07900,109552
P07902,108864
P07910,109424
P07911,113216
P07919,113234
P07942,110106
P07947,113357
P07948,110245
P07949,111911
P07951,113022
P07954,108562
P07992,108379
P07996,112915
P07998,111964
P08034,108971
P08047,112550
P08048,113376
P08069,109701
P08100,111942
P08118,110583
P08123,107675
P08133,106806
P08134,106882
P08138,110870
P08151,108997
P08172,107551
P08173,107554
P08174,107974
P08183,111262
P08185,107314
P08195,112411
P08218,119238
P08235,110451
P08236,109245
P08237,111234
P08238,109558
P08240,112612
P08243,106932
P08246,108306
P08247,112721
P08253,110457
P08254,110458
P08263,109193
P08294,112532
P08311,107891
P08319,106639
P08397,109388
P08473,110455
P08476,109836
P08493,110412
P08514,109881
P08559,111186
P08567,111357
P08571,107367
P08572,107681
P08574,107917
P08575,111752
P08579,112513
P08581,110391
P08582,110399
P08588,106662
P08590,110718
P08603,109324
P08620,108540
P08621,112509
P08631,109305
P08637,108508
P08648,109884
P08651,110854
P08670,113272
P08684,107948
P08697,111360
P08700,109777
P08708,112132
P08709,108453
P08727,110078
P08729,110053
P08754,109035
P08758,106805
P08779,110066
P08833,109705
P08842,106905
P08861,117004
P08865,110115
P08887,109784
P08908,109582
P08910,116242
P08913,106659
P08922,112025
P08949,110892
P08962,107405
P08F94,111331
P09001,116390
P09012,112510
P09016,109473
P09017,109461
P09038,108538
P09067,109455
P09086,111448
P09093,115439
P09104,108340
P09105,109299
P09110,106548
P09131,113889
P09132,112606
P09172,107989
P09210,109194
P09211,109205
P09228,107852
P09234,112515
P09237,110459
P09238,110462
P09326,107400
P09327,113270
P09341,109176
P09382,110147
P09417,111798
P09429,109389
P09430,112995
P09455,111881
P09466,111084
P09467,108497
P09471,109037
P09486,112560
P09488,109199
P09493,113021
P09496,107621
P09497,107622
P09525,106804
P09529,109837
P09543,107667
P09544,113309
P09564,107362
P09601,109405
P09603,107822
P09619,111185
P09622,108082
P09629,109457
P09630,109463
P09651,109420
P09661,112511
P09668,107892
P09669,107738
P09681,108962
P09683,112247
P09693,107355
P09758,110248
P09769,108559
P09848,110130
P09871,107177
P09874,106652
P09884,111418
P09912,108812
P09913,109658
P09914,109659
P09917,106741
P09919,107827
P09923,106749
P09936,113192
P09958,111082
P09960,110226
P09972,106731
P0C024,129708
P0C0E4,129420
P0C0L4,"107181, 107182"
P0C0L5,107182
P0C0S5,109269
P0C0S8,"113925, 113926, 113928, 113932, 114459"
P0C1H6,130376
P0C1S8,138978
P0C1Z6,118931
P0C2W1,128358
P0C5J1,575703
P0C5Y9,138883
P0C5Z0,123748
P0C671,133119
P0C6C1,133634
P0C6T2,933663
P0C7H8,124458
P0C7H9,134130
P0C7I6,125955
P0C7M6,134902
P0C7M7,131135
P0C7M8,127555
P0C7P0,129759
P0C7T5,131172
P0C7T8,568735
P0C7U0,134291
P0C7V8,131438
P0C7W6,131893
P0C7X2,126996
P0C862,130809
P0C869,"114229, 936685"
P0C870,936684
P0C881,128823
P0CAP1,"123498, 126937"
P0CAP2,123498
P0CB33,610679
P0CE71,111005
P0CE72,576309
P0CF75,131105
P0CF97,130142
P0CG08,"119554, 575849"
P0CG13,120262
P0CG20,126978
P0CG30,"109208, 575985"
P0CG32,569537
P0CG37,121022
P0CG38,575653
P0CG39,576066
P0CG41,936688
P0CG47,113162
P0CG48,113164
P0CI00,573352
P0CI25,121361
P0CJ68,1148170
P0CJ75,1148186
P0CJ78,936163
P0CK97,115235
P0CL80,117808
P0CL81,117808
P0CL82,117808
P0CW18,571766
P0CW19,125178
P0CW20,125178
P0CW24,124398
P0DH78,568894
P0DI81,112299
P0DI82,112299
P0DJ93,128747
P0DJD0,134847
P0DJD1,610251
P0DJD3,111875
P0DJG4,1528470
P0DJI8,112196
P0DJI9,112197
P0DL12,127072
P0DME0,571638
P0DML2,107829
P0DML3,"107829, 107830"
P0DMM9,"112687, 138644"
P0DMN0,"112687, 138644"
P10070,108998
P10071,108999
P10072,129883
P10073,131214
P10074,109349
P10075,109000
P10082,111670
P10092,107248
P10109,108521
P10114,111846
P10124,111543
P10144,109257
P10145,109790
P10147,112252
P10153,111965
P10155,112616
P10176,107744
P10242,110687
P10243,110688
P10244,110690
P10253,108823
P10275,106862
P10276,111849
P10301,112151
P10321,109352
P10323,106565
P10398,106864
P10412,109263
P10415,107068
P10451,112574
P10515,108081
P10523,112202
P10586,111756
P10588,108375
P10589,112883
P10599,113146
P10600,112901
P10606,107722
P10619,111472
P10620,110413
P10632,107936
P10635,107940
P10636,110308
P10643,107191
P10644,111559
P10645,107538
P10646,112893
P10696,106752
P10720,111220
P10721,110015
P10745,111883
P10746,113236
P10747,107378
P10767,108542
P10768,108402
P10809,109561
P10826,111850
P10827,112923
P10828,112924
P10909,107603
P10911,110336
P10912,108957
P10914,109867
P10915,107794
P10916,110717
P10966,107364
P10997,109604
P11021,109541
P11047,110109
P11055,110706
P11086,111410
P11117,106569
P11137,110305
P11142,109544
P11150,110178
P11161,108279
P11166,112404
P11168,112405
P11169,112406
P11171,108349
P11172,113218
P11177,111188
P11182,107997
P11215,109890
P11216,111792
P11217,111795
P11226,110323
P11229,107550
P11230,107562
P11233,111834
P11234,111835
P11245,106528
P11274,107083
P11277,112588
P11279,110110
P11308,108389
P11309,111310
P11310,106552
P11362,108551
P11387,113003
P11388,113006
P11413,108814
P11441,113885
P11464,111644
P11465,111645
P11473,113264
P11474,108405
P11487,108539
P11488,109041
P11498,111124
P11509,107927
P11511,107960
P11532,108096
P11586,110622
P11597,107498
P11678,113893
P11684,113203
P11686,112338
P11712,107937
P11717,109703
P11766,106640
P11801,111654
P11802,107454
P11831,112600
P11836,107369
P11844,107808
P11908,111617
P11912,107411
P11926,111007
P11940,117939
P12004,111142
P12034,108541
P12035,110048
P12036,110819
P12074,107730
P12081,109285
P12104,108467
P12107,107698
P12109,107688
P12110,107689
P12111,107690
P12235,106788
P12236,106790
P12259,108452
P12268,109828
P12270,113028
P12271,111949
P12272,111716
P12273,111321
P12277,107572
P12314,108503
P12318,108506
P12319,108499
P12429,106803
P12524,110695
P12532,"107579, 139227"
P12544,109256
P12643,107118
P12644,107120
P12645,107119
P12694,107065
P12724,111966
P12755,112388
P12757,112389
P12814,106602
P12821,108004
P12829,110719
P12830,107434
P12882,110704
P12883,110710
P12931,112592
P12955,111208
P12956,108822
P12980,110244
P13010,113353
P13051,113220
P13056,113033
P13073,107720
P13164,114091
P13196,106713
P13224,109074
P13232,109788
P13236,112254
P13284,115704
P13349,110702
P13378,109474
P13385,112856
P13473,110114
P13489,111977
P13497,107117
P13498,107915
P13500,112251
P13501,112255
P13521,113611
P13533,110709
P13535,110711
P13569,107506
P13584,107952
P13591,110764
P13598,109611
P13611,107844
P13612,109883
P13631,111851
P13637,106968
P13639,108258
P13640,110601
P13645,110056
P13646,110058
P13647,110050
P13667,114966
P13671,107190
P13674,111072
P13682,113412
P13686,106570
P13688,107103
P13693,113030
P13716,106712
P13725,111049
P13726,108451
P13727,111544
P13747,109378
P13762,109371
P13765,109357
P13796,110128
P13797,111372
P13798,106824
P13804,108409
P13805,112992
P13807,109252
P13861,111562
P13866,112414
P13928,"575558, 608549"
P13929,108341
P13942,107699
P13945,106664
P13984,109218
P13987,107404
P13994,123536
P13995,116011
P14060,109516
P14061,109525
P14091,107890
P14136,108938
P14138,108230
P14151,112302
P14174,110428
P14209,110420
P14210,109330
P14222,111542
P14314,111575
P14316,109868
P14317,109309
P14324,108517
P14373,111919
P14384,107760
P14406,107740
P14415,106972
P14416,108147
P14543,110876
P14550,115610
P14555,111337
P14598,575724
P14616,109856
P14618,111332
P14621,106613
P14625,113036
P14635,107332
P14649,126617
P14651,109453
P14652,109452
P14653,109451
P14672,112408
P14678,112512
P14679,113150
P14735,109642
P14770,109077
P14778,109770
P14780,110461
P14784,109775
P14854,107733
P14859,111447
P14866,109432
P14867,108828
P14868,107984
P14902,109832
P14920,107980
P14921,108414
P14923,109931
P14927,113227
P15018,110164
P15036,108415
P15056,107141
P15085,107749
P15090,108465
P15104,109014
P15121,106732
P15144,106787
P15151,111775
P15153,111818
P15169,107761
P15170,109190
P15172,110737
P15173,110739
P15248,109792
P15259,111245
P15260,109681
P15289,106903
P15291,108950
P15309,106571
P15311,113271
P15313,107008
P15328,108631
P15336,107776
P15374,113194
P15382,109955
P15391,107368
P15407,113742
P15408,108638
P15428,109485
P15498,113252
P15502,108321
P15509,107825
P15514,106869
P15515,109578
P15516,109579
P15529,110346
P15531,110894
P15538,107956
P15559,108072
P15586,109061
P15621,119691
P15622,121830
P15692,113265
P15735,111279
P15812,107351
P15813,107350
P15814,109759
P15822,109343
P15848,106904
P15863,111109
P15880,112101
P15882,107547
P15884,112787
P15907,112374
P15918,111832
P15923,112791
P15924,108166
P15927,112038
P15941,110669
P15954,107743
P15976,108893
P16035,112933
P16050,106747
P16066,110941
P16070,107398
P16083,110898
P16104,109268
P16109,112303
P16118,111228
P16144,109897
P16150,112571
P16152,107319
P16157,106783
P16219,106553
P16220,107775
P16233,111407
P16234,111182
P16260,113727
P16278,108984
P16284,111201
P16298,111524
P16333,110770
P16383,112797
P16389,109940
P16401,109264
P16402,109262
P16403,109261
P16410,107875
P16415,120713
P16422,110250
P16435,111443
P16442,106546
P16444,108134
P16452,108352
P16455,110411
P16471,111603
P16473,113104
P16499,111171
P16520,109046
P16562,113032
P16581,112301
P16591,108532
P16615,106978
P16619,"112253, 135929"
P16662,113211
P16671,107386
P16860,110939
P16870,107755
P16871,109789
P16885,111352
P16930,108479
P16949,110119
P16989,114101
P17010,113375
P17014,113391
P17017,113393
P17019,113394
P17020,113395
P17021,113396
P17022,113397
P17023,113398
P17024,113399
P17025,113400
P17026,113401
P17027,113402
P17028,113403
P17029,113414
P17030,128572
P17031,113404
P17035,113406
P17036,113383
P17039,124660
P17040,113408
P17041,113409
P17050,110749
P17066,109542
P17081,117001
P17096,109402
P17097,113385
P17098,113386
P17152,114361
P17174,109067
P17181,109676
P17252,111564
P17275,109929
P17301,109880
P17302,108964
P17342,110943
P17405,112493
P17480,113190
P17481,109458
P17482,109459
P17483,109454
P17509,109456
P17516,107534
P17535,109930
P17540,107580
P17542,112749
P17544,116206
P17568,110793
P17600,112719
P17612,111553
P17643,113156
P17655,107274
P17658,109944
P17661,108038
P17676,107480
P17677,108867
P17693,109380
P17706,111737
P17707,106759
P17735,112761
P17752,113019
P17812,107883
P17813,108337
P17844,108021
P17858,111232
P17861,113331
P17900,109022
P17927,107769
P17931,110149
P17936,109707
P17947,112566
P17948,108609
P17980,111675
P17987,112810
P18031,111736
P18054,106740
P18065,109706
P18074,108380
P18075,107123
P18077,112084
P18084,109899
P18085,106873
P18089,106660
P18124,112049
P18146,108278
P18206,113257
P18283,109135
P18405,112593
P18428,110121
P18433,111750
P18440,106527
P18505,108834
P18507,108840
P18509,106629
P18510,109772
P18545,111174
P18564,109900
P18583,112534
P18615,113662
P18621,"112059, 1529331"
P18627,110097
P18669,111244
P18754,107529
P18825,106661
P18827,112284
P18846,106956
P18847,106957
P18848,106958
P18850,116586
P18858,110166
P18859,107006
P18887,113349
P19012,110064
P19021,111101
P19022,107435
P19086,109043
P19087,109042
P19099,107957
P19105,115871
P19113,109317
P19174,111351
P19224,120056
