uniprot,biogrid
Q5VXU3,119745
Q5VY09,119430
Q5VY43,131950
Q5VY80,127532
Q5VYK3,116966
Q5VYM1,126520
Q5VYP0,608274
Q5VYS8,122795
Q5VYV7,126147
Q5VYX0,120609
Q5VYY1,125627
Q5VZ03,127641
Q5VZ18,126009
Q5VZ19,126008
Q5VZ52,129063
Q5VZ89,120799
Q5VZB9,122014
Q5VZE5,121941
Q5VZF2,115452
Q5VZI3,128455
Q5VZK9,120745
Q5VZL5,114636
Q5VZM2,115608
Q5VZP5,124920
Q5VZQ5,132412
Q5VZV1,128220
Q5VZY2,128189
Q5W0A0,128626
Q5W0B1,122736
Q5W0B7,575888
Q5W0Q7,115503
Q5W0U4,120188
Q5W0V3,121725
Q5W0Z9,128991
Q5W111,121451
Q5W186,126160
Q5W5X9,122349
Q5XG87,116232
Q5XG92,129682
Q5XKE5,130796
Q5XKK7,121433
Q5XKL5,129937
Q5XKP0,125943
Q5XKR9,124757
Q5XPI4,121971
Q5XUX0,122890
Q5XUX1,123988
Q5XX13,115772
Q5XXA6,120417
Q5ZPR3,123260
Q60I27,129223
Q63HK3,131170
Q63HK5,121663
Q63HM1,125914
Q63HM2,122178
Q63HN8,121705
Q63HQ0,120667
Q63HQ2,126364
Q63HR2,116951
Q63ZY3,117449
Q641Q2,132390
Q641Q3,129788
Q643R3,129039
Q64LD2,122671
Q658P3,120533
Q658Y4,127622
Q659A1,122789
Q659C4,120438
Q66GS9,115018
Q66K14,116696
Q66K64,124705
Q66K74,120498
Q66K79,114102
Q66K80,129918
Q66K89,108209
Q66LE6,120946
Q66PJ3,119477
Q674R7,130263
Q674X7,116858
Q676U5,120375
Q67FW5,127003
Q684P5,116732
Q687X5,122810
Q68BL7,127983
Q68BL8,117410
Q68CJ9,124213
Q68CL5,117438
Q68CP4,126499
Q68CP9,128219
Q68CQ4,117972
Q68CQ7,120935
Q68CR1,116836
Q68CR7,130975
Q68CZ1,116911
Q68CZ2,122272
Q68CZ6,122667
Q68D06,127019
Q68D10,126830
Q68D51,127862
Q68D85,131895
Q68D86,122930
Q68D91,127492
Q68DA7,131167
Q68DC2,128464
Q68DD2,129083
Q68DH5,124923
Q68DK2,117050
Q68DK7,130859
Q68DQ2,126284
Q68DU8,121587
Q68DV7,120241
Q68DX3,126788
Q68DY1,128273
Q68DY9,134722
Q68E01,122401
Q68EA5,125974
Q68EM7,120424
Q68EN5,575692
Q68G74,136112
Q68J44,130766
Q693B1,127031
Q69YG0,126290
Q69YH5,127593
Q69YI7,128460
Q69YN2,120568
Q69YN4,117452
Q69YQ0,116960
Q69YU3,129917
Q69YU5,608990
Q6A162,125917
Q6AHZ1,115184
Q6AI08,121976
Q6AI12,124821
Q6AI14,132934
Q6AI39,117053
Q6AW86,132751
Q6AWC2,123070
Q6AZY7,119539
Q6AZZ1,120434
Q6B0B8,128641
Q6B0I6,120819
Q6B0K9,109292
Q6B8I1,119380
Q6BCY4,119684
Q6BDI9,132467
Q6BDS2,120235
Q6BEB4,132951
Q6DCA0,123698
Q6DD87,125966
Q6DD88,117423
Q6DHV5,136037
Q6DHV7,127803
Q6DJT9,111340
Q6DKI1,130234
Q6DKI2,576335
Q6DKI7,299834
Q6DKJ4,122144
Q6DKK2,120248
Q6DN12,120898
Q6DN90,115250
Q6DT37,120719
Q6E0U4,125000
Q6EEV4,123498
Q6EEV6,132223
Q6EKJ0,133172
Q6EMB2,116721
Q6EMK4,125406
Q6F5E8,126970
Q6FHJ7,112322
Q6FI13,"113933, 593221"
Q6FI81,121328
Q6FIF0,119975
Q6GMR7,127693
Q6GMV1,128347
Q6GMV2,115606
Q6GMV3,133896
Q6GPH4,120121
Q6GPH6,127325
Q6GPI1,136533
Q6GQQ9,121281
Q6GTS8,127171
Q6GTX8,110098
Q6GV28,130776
Q6GYQ0,128998
Q6H8Q1,124086
Q6H9L7,126919
Q6HA08,136111
Q6I9Y2,123138
Q6IA17,121873
Q6IA69,120488
Q6IA86,120541
Q6IAA8,120336
Q6IAN0,117463
Q6IB77,115543
Q6IBS0,116472
Q6IBW4,118913
Q6IC98,116766
Q6ICB0,118163
Q6ICB4,127287
Q6ICC9,123975
Q6ICG6,116904
Q6ICG8,127900
Q6ICH7,121421
Q6ICL3,126178
Q6IE81,123029
Q6IEE8,131188
Q6IEG0,127530
Q6IEU7,133429
Q6IF00,135300
Q6IF42,138235
Q6IF63,125694
Q6IMI4,133902
Q6IMI6,137954
Q6IMN6,122431
Q6IN84,122999
Q6IN85,120803
Q6IPM2,116886
Q6IPR1,126846
Q6IPR3,126045
Q6IPT2,125198
Q6IPU0,135138
Q6IPW1,119990
Q6IQ16,130923
Q6IQ19,126011
Q6IQ20,128793
Q6IQ21,120324
Q6IQ22,128387
Q6IQ23,126828
Q6IQ26,116861
Q6IQ32,116522
Q6IQ49,127881
Q6IQ55,126962
Q6IS14,126793
Q6ISB3,123042
Q6ISS4,110099
Q6ISU1,128144
Q6IV72,127572
Q6J272,135153
Q6J4K2,123078
Q6J9G0,120638
Q6JBY9,124921
Q6JEL2,130451
Q6JQN1,123274
Q6JVE5,130342
Q6JVE9,126509
Q6K0P9,127225
Q6KB66,126858
Q6KC79,117363
Q6KCM7,125351
Q6KF10,134147
Q6L8G9,136221
Q6L8Q7,128397
Q6L9T8,609250
Q6L9W6,129537
Q6MZM0,131121
Q6MZP7,126328
Q6MZQ0,122983
Q6MZT1,134967
Q6MZW2,116730
Q6MZZ7,124928
Q6N021,120151
Q6N022,117484
Q6N043,120173
Q6N063,122801
Q6N069,122746
Q6N075,124404
Q6NS38,125741
Q6NSI3,127470
Q6NSI4,120400
Q6NSI8,124129
Q6NSJ0,121532
Q6NSJ2,575902
Q6NSJ5,123131
Q6NSX1,123648
Q6NSZ9,128753
Q6NT04,124801
Q6NT16,125536
Q6NT76,122750
Q6NTF7,127899
Q6NTF9,121515
Q6NUI1,130837
Q6NUI2,127324
Q6NUI6,127285
Q6NUJ1,612854
Q6NUJ2,134460
Q6NUJ5,128004
Q6NUK1,118993
Q6NUK4,128676
Q6NUM6,137301
Q6NUM9,120232
Q6NUN0,120323
Q6NUN7,122952
Q6NUN9,127574
Q6NUP7,121741
Q6NUQ1,121942
Q6NUQ4,120216
Q6NUS6,117565
Q6NUS8,126370
Q6NUT2,129556
Q6NUT3,125979
Q6NV74,131284
Q6NVH7,125954
Q6NVU6,135544
Q6NVV7,127293
Q6NVY1,117658
Q6NW29,128409
Q6NW34,117387
Q6NW40,130185
Q6NWY9,117305
Q6NX45,131165
Q6NX49,118123
Q6NXE6,125026
Q6NXG1,120196
Q6NXP0,124687
Q6NXP2,131394
Q6NXP6,125805
Q6NXR0,121129
Q6NXR4,123164
Q6NXT1,126185
Q6NXT2,136289
Q6NXT4,120806
Q6NXT6,128412
Q6NYC1,116817
Q6NYC8,128092
Q6NZ36,128288
Q6NZ63,129147
Q6NZ67,123111
Q6NZI2,129767
Q6NZY4,120739
Q6NZY7,127125
Q6P047,128447
Q6P050,129675
Q6P087,130092
Q6P0N0,120601
Q6P0Q8,116756
Q6P158,124783
Q6P161,125522
Q6P179,122092
Q6P1A2,115464
Q6P1J6,127341
Q6P1J9,122724
Q6P1K1,120784
Q6P1K2,"116405, 1529341"
Q6P1K8,"608768, 610778"
Q6P1L5,127329
Q6P1L6,122592
Q6P1L8,122350
Q6P1M0,116192
Q6P1M3,110181
Q6P1M9,122333
Q6P1N0,120212
Q6P1N9,123823
Q6P1Q0,117390
Q6P1Q9,120910
Q6P1R3,122807
Q6P1R4,122073
Q6P1S2,130076
Q6P1W5,124400
Q6P1X5,112736
Q6P1X6,136099
Q6P280,121735
Q6P2C8,114832
Q6P2D0,127811
Q6P2D8,126811
Q6P2E9,117171
Q6P2H3,122301
Q6P2H8,122767
Q6P2I3,127368
Q6P2I7,120408
Q6P2M8,126582
Q6P2P2,124766
Q6P2Q9,115842
Q6P387,125833
Q6P3R8,131150
Q6P3S1,127867
Q6P3S6,119962
Q6P3V2,128264
Q6P3W2,125688
Q6P3W7,120810
Q6P3X3,120761
Q6P3X8,129355
Q6P444,125224
Q6P499,121434
Q6P4A7,125645
Q6P4A8,122972
Q6P4D5,127731
Q6P4E1,125233
Q6P4F1,124239
Q6P4F7,115162
Q6P4H8,126386
Q6P4I2,124376
Q6P4Q7,117711
Q6P4R8,110864
Q6P531,125906
Q6P582,576069
Q6P587,123622
Q6P589,122756
Q6P597,127078
Q6P5Q4,138540
Q6P5R6,128356
Q6P5S2,131603
Q6P5S7,136544
Q6P5W5,120769
Q6P5X5,126177
Q6P5Z2,118978
Q6P656,127794
Q6P6B1,128453
Q6P6B7,120015
Q6P6C2,120237
Q6P995,127911
Q6P996,116681
Q6P9A2,131894
Q6P9A3,129133
Q6P9B6,121731
Q6P9B9,123312
Q6P9F5,126432
Q6P9F7,117054
Q6P9G0,125880
Q6P9G4,128404
Q6P9G9,128476
Q6P9H4,127531
Q6P9H5,138878
Q6PB30,127689
Q6PCB0,122329
Q6PCB5,128788
Q6PCB6,121819
Q6PCB7,132009
Q6PCB8,126358
Q6PCD5,120460
Q6PCE3,129496
Q6PCT2,120078
Q6PD62,115004
Q6PD74,122835
Q6PDA7,"115678, 575769"
Q6PEV8,126553
Q6PEW1,127997
Q6PEX3,132867
Q6PEY0,131983
Q6PEY2,125199
Q6PF05,127509
Q6PF06,127659
Q6PF15,129497
Q6PF18,129545
Q6PFW1,115031
Q6PG37,132730
Q6PGN9,124224
Q6PGP7,115010
Q6PGQ1,119396
Q6PGQ7,122954
Q6PH81,132622
Q6PH85,120504
Q6PHR2,117470
Q6PHW0,133150
Q6PI26,120464
Q6PI47,126238
Q6PI48,120459
Q6PI73,116215
Q6PI77,123320
Q6PI78,127596
Q6PI98,125928
Q6PID6,117092
Q6PID8,116652
Q6PII3,119402
Q6PII5,123991
Q6PIJ6,123513
Q6PIL6,123244
Q6PIS1,127365
Q6PIU1,117954
Q6PIU2,121608
Q6PIV2,129476
Q6PIW4,122026
Q6PIY5,130905
Q6PIY7,127943
Q6PIZ9,119154
Q6PJ21,124775
Q6PJ61,116976
Q6PJ69,128382
Q6PJE2,116592
Q6PJF5,122779
Q6PJG2,124872
Q6PJG6,128767
Q6PJG9,122470
Q6PJI9,122841
Q6PJP8,115263
Q6PJQ5,126579
Q6PJT7,122967
Q6PJW8,127882
Q6PK04,130846
Q6PK18,122821
Q6PK81,131939
Q6PKC3,119253
Q6PKG0,116947
Q6PKX4,128636
Q6PL18,118827
Q6PL24,129608
Q6PL45,129693
Q6PML9,115726
Q6PP77,135464
Q6PUV4,116027
Q6Q0C0,123964
Q6Q0C1,129619
Q6Q4G3,128502
Q6Q759,128304
Q6Q788,125518
Q6QAJ8,132647
Q6QEF8,124374
Q6QHF9,128224
Q6QNK2,129544
Q6QNY0,132736
Q6QNY1,129431
Q6R2W3,125371
Q6R327,128962
Q6R6M4,132019
Q6RFH5,120092
Q6RI45,129012
Q6RSH7,133800
Q6RVD6,126956
Q6RW13,121356
Q6S5L8,134386
Q6S8J3,138656
Q6S8J7,131050
Q6SA08,129625
Q6SJ93,131897
Q6SJ96,132286
Q6SPF0,124704
Q6STE5,112488
Q6SZW1,116726
Q6T310,132307
Q6T4P5,123019
Q6T4R5,110875
Q6TCH4,123026
Q6TCH7,127451
Q6TDP4,130885
Q6TDU7,120550
Q6TFL3,128459
Q6TFL4,120159
Q6U7Q0,122813
Q6U841,121475
Q6UB28,129008
Q6UB35,117409
Q6UB98,116857
Q6UB99,118888
Q6UE05,126434
Q6ULP2,120169
Q6UN15,123545
Q6URK8,131919
Q6UUV7,122294
Q6UUV9,116952
Q6UVJ0,127880
Q6UVK1,107846
Q6UVM3,131252
Q6UVY6,117478
Q6UW02,121506
Q6UW10,133117
Q6UW49,128923
Q6UW56,119507
Q6UW60,120136
Q6UW63,122521
Q6UW68,131930
Q6UW78,612915
Q6UWB1,114852
Q6UWD8,129700
Q6UWE0,124754
Q6UWF3,132643
Q6UWF7,120181
Q6UWH4,119464
Q6UWH6,125244
Q6UWI4,132503
Q6UWJ1,120334
Q6UWJ8,132771
Q6UWL2,122169
Q6UWL6,123858
Q6UWM7,128236
Q6UWM9,122896
Q6UWN0,127081
Q6UWN5,129836
Q6UWN8,135647
Q6UWP2,122572
Q6UWP7,128972
Q6UWP8,131933
Q6UWQ5,124142
Q6UWR7,126350
Q6UWT4,133099
Q6UWU2,122661
Q6UWU4,128732
Q6UWV2,128193
Q6UWV6,130844
Q6UWW0,133279
Q6UWW8,117043
Q6UWW9,126299
Q6UWX4,122899
Q6UWY0,127507
Q6UWZ7,123911
Q6UX01,120838
Q6UX04,115572
Q6UX06,115813
Q6UX07,127030
Q6UX15,126823
Q6UX27,129868
Q6UX34,132963
Q6UX39,134946
Q6UX40,124040
Q6UX41,122991
Q6UX53,128204
Q6UX65,126108
Q6UX71,124338
Q6UX72,124240
Q6UX73,126998
Q6UX98,129032
Q6UXA7,118879
Q6UXB0,126280
Q6UXB3,126484
Q6UXB4,130876
Q6UXD5,117694
Q6UXD7,123930
Q6UXE8,116122
Q6UXF1,122447
Q6UXG2,121594
Q6UXG3,127023
Q6UXH0,120994
Q6UXH1,122591
Q6UXH8,127056
Q6UXI7,111233
Q6UXI9,129117
Q6UXK2,121658
Q6UXK5,121675
Q6UXL0,119805
Q6UXM1,125712
Q6UXN7,132529
Q6UXN9,123245
Q6UXP7,127948
Q6UXS9,125680
Q6UXT8,133213
Q6UXT9,125492
Q6UXU4,126983
Q6UXU6,127818
Q6UXV0,133131
Q6UXV1,125957
Q6UXV4,126558
Q6UXX5,131428
Q6UXX9,131049
Q6UXY8,122929
Q6UXZ3,137769
Q6UY01,122882
Q6UY11,122438
Q6UY14,120002
Q6UY27,134470
Q6V0I7,122763
Q6V1P9,120157
Q6V1X1,120226
Q6V702,129077
Q6V9R5,120168
Q6VAB6,129567
Q6VMQ6,120849
Q6VN20,121657
Q6VVB1,132073
Q6VY07,120816
Q6W0C5,131762
Q6W2J9,120228
Q6WBX8,126872
Q6WCQ1,116776
Q6WKZ4,123189
Q6WN34,117395
Q6WRI0,130074
Q6WRX3,136714
Q6X4U4,117428
Q6X4W1,117485
Q6X784,125879
Q6X9E4,130052
Q6XD76,125737
Q6XE24,118126
Q6XE38,135665
Q6XPR3,126006
Q6XPS3,125031
Q6XQN6,125001
Q6XUX3,117313
Q6XYQ8,131131
Q6XZF7,116869
Q6Y1H2,128393
Q6Y288,126890
Q6Y2X3,124515
Q6Y7W6,117520
Q6YFQ2,125940
Q6YHK3,126424
Q6YHU6,121972
Q6YI46,127978
Q6YN16,123990
Q6YP21,121128
Q6ZMB5,128441
Q6ZMD2,128385
Q6ZMG9,128987
Q6ZMH5,129541
Q6ZMI0,126187
Q6ZMJ2,130309
Q6ZMJ4,126985
Q6ZMK1,119101
Q6ZMM2,130874
Q6ZMN7,118988
Q6ZMN8,570168
Q6ZMP0,122963
Q6ZMQ8,114984
Q6ZMR3,127750
Q6ZMR5,130971
Q6ZMS4,130087
Q6ZMS7,941329
Q6ZMT1,131192
Q6ZMT4,123331
Q6ZMU5,138920
Q6ZMV9,128728
Q6ZMW3,134838
Q6ZMY3,124772
Q6ZMY6,125970
Q6ZMY9,131045
Q6ZMZ0,126065
Q6ZMZ3,127775
Q6ZN04,123945
Q6ZN06,125948
Q6ZN11,133738
Q6ZN16,133293
Q6ZN17,133142
Q6ZN18,125736
Q6ZN28,131381
Q6ZN30,120155
Q6ZN44,124683
Q6ZN54,120199
Q6ZN55,122276
Q6ZN57,123115
Q6ZN66,127864
Q6ZNA1,127831
Q6ZNA4,120146
Q6ZNB6,127449
Q6ZNC4,534810
Q6ZNC8,127537
Q6ZNE5,116531
Q6ZNE9,130035
Q6ZNF0,133739
Q6ZNG0,128978
Q6ZNG1,127833
Q6ZNG9,125885
Q6ZNH5,127835
Q6ZNJ1,116825
Q6ZNL6,127439
Q6ZNR0,535010
Q6ZNW5,133642
Q6ZP29,120242
Q6ZP65,124955
Q6ZP80,126258
Q6ZP82,130000
Q6ZPD9,127110
Q6ZQN5,134424
Q6ZQN7,131662
Q6ZQQ6,123800
Q6ZQR2,133276
Q6ZQW0,127980
Q6ZQX7,134634
Q6ZQY3,130959
Q6ZR62,131082
Q6ZRF8,132764
Q6ZRH7,121787
Q6ZRI0,131110
Q6ZRI6,121235
Q6ZRI8,127703
Q6ZRK6,138923
Q6ZRP7,127987
Q6ZRQ5,128982
Q6ZRS2,116058
Q6ZRT6,133002
Q6ZRV2,130292
Q6ZRY4,131505
Q6ZS10,132718
Q6ZS17,122715
Q6ZS27,132979
Q6ZS30,122383
Q6ZS81,121729
Q6ZS82,132727
Q6ZS86,129160
Q6ZSA7,128550
Q6ZSB9,127934
Q6ZSC3,131966
Q6ZSG1,138966
Q6ZSG2,568370
Q6ZSJ8,126077
Q6ZSS3,130064
Q6ZSY5,124607
Q6ZSZ5,116950
Q6ZSZ6,115489
Q6ZT07,116771
Q6ZT12,126237
Q6ZT21,569104
Q6ZT89,127489
Q6ZT98,122852
Q6ZTA4,136847
Q6ZTI6,126843
Q6ZTN6,130781
Q6ZTQ3,127936
Q6ZTR5,"127994, 130387"
Q6ZTR7,130832
Q6ZTW0,124900
Q6ZU15,131376
Q6ZU35,121552
Q6ZU52,115078
Q6ZU64,129075
Q6ZU65,129009
Q6ZU67,133036
Q6ZU80,126920
Q6ZUA9,133232
Q6ZUJ4,131974
Q6ZUJ8,125621
Q6ZUL3,133205
Q6ZUM4,128369
Q6ZUS5,122765
Q6ZUS6,124790
Q6ZUT1,120512
Q6ZUT3,124672
Q6ZUT6,132557
Q6ZUT9,127761
Q6ZUX7,115482
Q6ZV29,131999
Q6ZV73,120899
Q6ZV77,135152
Q6ZV89,134738
Q6ZVC0,128821
Q6ZVD7,128569
Q6ZVD8,116674
Q6ZVF9,130131
Q6ZVK8,122961
Q6ZVL6,117301
Q6ZVM7,127001
Q6ZVT0,129020
Q6ZVT6,128349
Q6ZVW7,134822
Q6ZVX7,131204
Q6ZVZ8,134882
Q6ZW31,124489
Q6ZW49,116625
Q6ZW61,127928
Q6ZW76,125861
Q6ZWB6,132113
Q6ZWH5,127428
Q6ZWI9,138138
Q6ZWJ1,128947
Q6ZWK4,136831
Q6ZWL3,130113
Q6ZWT7,126201
Q6ZXV5,127757
Q6ZYL4,135676
Q702N8,127921
Q709C8,120186
Q709F0,123902
Q70CQ1,117382
Q70CQ2,115085
Q70CQ3,124238
Q70CQ4,121548
Q70E73,122380
Q70EK8,120020
Q70EK9,127720
Q70EL1,127739
Q70EL2,124430
Q70EL3,131884
Q70EL4,125884
Q70HW3,125423
Q70IA6,123506
Q70IA8,127181
Q70J99,128383
Q70JA7,130623
Q70SY1,122277
Q70UQ0,125730
Q70YC4,116557
Q70YC5,116557
Q70Z35,123199
Q70Z44,128355
Q70Z53,125626
Q711Q0,125609
Q712K3,120266
Q717R9,128176
Q719H9,129804
Q719I0,126261
Q71DI3,"126025, 130616, 575920"
Q71F23,122805
Q71F56,116964
Q71H61,132364
Q71RC2,125238
Q71RC9,568424
Q71RG4,122537
Q71RH2,123741
Q71RS6,129632
Q71SY5,123607
Q71U36,113603
Q71UI9,125150
Q71UM5,119256
Q75N03,122960
Q75N90,124100
Q75QN2,120788
Q75T13,123093
Q75V66,128482
Q75VX8,127333
Q75WM6,131143
Q765I0,129211
Q765P7,124914
Q76B58,130891
Q76EJ3,116234
Q76FK4,120364
Q76G19,121646
Q76I76,124548
Q76KD6,131991
Q76KP1,130784
Q76L83,120543
Q76M96,127410
Q76MJ5,115843
Q76N32,116789
Q76N89,116705
Q76NI1,124529
Q7KYR7,116295
Q7KZ85,112698
Q7KZF4,117974
Q7KZI7,108326
Q7KZN9,107747
Q7L014,115210
Q7L099,116566
Q7L0J3,115229
Q7L0Q8,121812
Q7L0R7,116512
Q7L0X2,126294
Q7L0Y3,120271
Q7L190,120507
Q7L1I2,115228
Q7L1Q6,115042
Q7L1S5,123672
Q7L1T6,119347
Q7L1V2,116546
Q7L1W4,120447
Q7L266,123142
Q7L273,120153
Q7L2E3,116571
Q7L2H7,115743
Q7L2J0,121122
Q7L2K0,123160
Q7L2R6,124860
Q7L2Z9,120466
Q7L311,115161
Q7L3B6,120796
Q7L3S4,119480
Q7L3T8,117457
Q7L3V2,122804
Q7L4E1,124335
Q7L4I2,122398
Q7L4P6,122782
Q7L513,124282
Q7L523,115912
Q7L576,116800
Q7L590,120654
Q7L591,123005
Q7L592,120676
Q7L5A3,123202
Q7L5A8,122570
Q7L5D6,119636
Q7L5L3,122571
Q7L5N1,116176
Q7L5N7,120286
Q7L5Y1,120716
Q7L5Y6,120387
Q7L5Y9,115584
Q7L622,120771
Q7L775,115186
Q7L7L0,124981
Q7L7V1,120878
Q7L7X3,121607
Q7L804,116514
Q7L8A9,116518
Q7L8C5,121638
Q7L8J4,123329
Q7L8L6,121924
Q7L8S5,126574
Q7L8W6,124651
Q7L945,128262
Q7L985,127640
Q7L9B9,123317
Q7L9L4,124960
Q7LBC6,119727
Q7LBE3,125409
Q7LBR1,121394
Q7LC44,116842
Q7LDG7,115529
Q7LFL8,119586
Q7LFX5,119498
Q7LG56,119071
Q7LGA3,115011
Q7LGC8,114855
Q7M4L6,124730
Q7RTN6,124934
Q7RTP6,121609
Q7RTR0,130708
Q7RTR2,128254
Q7RTS1,127970
Q7RTS3,129154
Q7RTS7,125727
Q7RTS9,120165
Q7RTT5,129378
Q7RTU0,934215
Q7RTU1,127330
Q7RTU3,127951
Q7RTU7,568157
Q7RTV0,124296
Q7RTV2,128713
Q7RTV5,128185
Q7RTX0,123757
Q7RTX1,123328
Q7RTX7,132049
Q7RTX9,127380
Q7RTY0,128373
Q7RTY1,128664
Q7RTY3,132016
Q7RTY5,131340
Q7RTY8,131324
Q7RTZ2,135086
Q7Z2D5,115220
Q7Z2E3,120191
Q7Z2F6,125864
Q7Z2G1,127727
Q7Z2H8,128503
Q7Z2K6,123025
Q7Z2K8,125349
Q7Z2Q7,131676
Q7Z2T5,123562
Q7Z2W4,121203
Q7Z2W7,122512
Q7Z2W9,128594
Q7Z2X4,120352
Q7Z2X7,128479
Q7Z2Z1,124706
Q7Z2Z2,122761
Q7Z304,129176
Q7Z309,127730
Q7Z333,116699
Q7Z340,124681
Q7Z353,126559
Q7Z388,130313
Q7Z392,121957
Q7Z398,127836
Q7Z3B1,129205
Q7Z3B3,129744
Q7Z3B4,119759
Q7Z3C6,122518
Q7Z3D4,125469
Q7Z3D6,123071
Q7Z3E1,117460
Q7Z3E2,120401
Q7Z3E5,123179
Q7Z3F1,127389
Q7Z3G6,127925
Q7Z3H0,131136
Q7Z3H4,131314
Q7Z3I7,126473
Q7Z3J2,121329
Q7Z3J3,130039
Q7Z3K3,116745
Q7Z3K6,127939
Q7Z3Q1,129597
Q7Z3S9,132802
Q7Z3T1,131235
Q7Z3T8,115111
Q7Z3U7,116680
Q7Z3V4,124642
Q7Z3V5,119428
Q7Z3Y7,127825
Q7Z3Y8,131185
Q7Z3Y9,131677
Q7Z3Z0,127044
Q7Z3Z2,131222
Q7Z3Z3,136921
Q7Z3Z4,126818
Q7Z401,115552
Q7Z402,122988
Q7Z403,116453
Q7Z406,122884
Q7Z407,125350
Q7Z408,125346
Q7Z412,120802
Q7Z417,121591
Q7Z418,130759
Q7Z419,129106
Q7Z422,117549
Q7Z429,109164
Q7Z434,121570
Q7Z442,125342
Q7Z443,131173
Q7Z444,109502
Q7Z460,116919
Q7Z465,127211
Q7Z478,120001
Q7Z494,117962
Q7Z4F1,117491
Q7Z4G1,128071
Q7Z4G4,121918
Q7Z4H3,119226
Q7Z4H4,123001
Q7Z4H7,120160
Q7Z4H8,126822
Q7Z4H9,124261
Q7Z4I7,120808
Q7Z4K8,123129
Q7Z4L5,122904
Q7Z4N2,110453
Q7Z4N8,129495
Q7Z4Q2,120357
Q7Z4R8,132265
Q7Z4S6,120746
Q7Z4T8,127959
Q7Z4T9,124630
Q7Z4U5,135654
Q7Z4V5,124221
Q7Z4W1,119357
Q7Z4W2,125634
Q7Z553,127785
Q7Z569,113912
Q7Z570,124875
Q7Z572,131941
Q7Z589,121270
Q7Z591,123268
Q7Z5A4,130963
Q7Z5A7,117345
Q7Z5A8,129885
Q7Z5A9,135906
Q7Z5B4,122743
Q7Z5D8,131826
Q7Z5G4,119312
Q7Z5H3,121832
Q7Z5H4,130446
Q7Z5J1,131927
Q7Z5J4,115966
Q7Z5J8,127319
Q7Z5K2,116698
Q7Z5L2,118115
Q7Z5L4,128597
Q7Z5L7,126059
Q7Z5L9,131797
Q7Z5M8,126913
Q7Z5N4,128768
Q7Z5P4,131346
Q7Z5Q1,126338
Q7Z5Q5,131695
Q7Z5R6,120012
Q7Z5S9,120596
Q7Z5U6,131531
Q7Z5V6,128618
Q7Z5W3,126839
Q7Z5Y7,128809
Q7Z601,131570
Q7Z602,131689
Q7Z614,125867
Q7Z624,122917
Q7Z628,115565
Q7Z692,121290
Q7Z695,124782
Q7Z698,128344
Q7Z699,127800
Q7Z6A9,127411
Q7Z6B0,120584
Q7Z6B7,121583
Q7Z6E9,111865
Q7Z6G3,120035
Q7Z6G8,121229
Q7Z6I5,131685
Q7Z6I8,126409
Q7Z6J0,121673
Q7Z6J2,127762
Q7Z6J4,128730
Q7Z6J6,124407
Q7Z6J8,124656
Q7Z6J9,129721
Q7Z6K1,127964
Q7Z6K3,131995
Q7Z6K4,137507
Q7Z6K5,"131507, 1529312"
Q7Z6L0,125188
Q7Z6L1,117375
Q7Z6M1,115538
Q7Z6M2,129019
Q7Z6M3,129734
Q7Z6M4,126263
Q7Z6R9,123749
Q7Z6V5,126410
Q7Z6W7,127284
Q7Z6Z6,127291
Q7Z6Z7,115385
Q7Z736,123053
Q7Z739,128997
Q7Z745,126362
Q7Z769,120688
Q7Z794,131903
Q7Z7A1,116248
Q7Z7A3,124701
Q7Z7A4,120245
Q7Z7B0,118029
Q7Z7B1,129756
Q7Z7C8,126205
Q7Z7D3,122803
Q7Z7E8,120732
Q7Z7F0,116555
Q7Z7F7,126105
Q7Z7G0,117399
Q7Z7G1,125512
Q7Z7G2,130863
Q7Z7G8,127612
Q7Z7H3,131969
Q7Z7H5,128780
Q7Z7H8,125910
Q7Z7J5,127407
Q7Z7J7,131972
Q7Z7J9,120671
Q7Z7K0,127426
Q7Z7K2,127969
Q7Z7K6,128365
Q7Z7L1,124851
Q7Z7L7,115709
Q7Z7L9,120326
Q7Z7M0,108274
Q7Z7M9,116394
Q7Z7N9,131898
Q86SE5,126498
Q86SE8,115641
Q86SE9,124057
Q86SF2,119735
Q86SG2,128333
Q86SG5,130711
Q86SG6,129755
Q86SG7,129047
Q86SJ2,131497
Q86SJ6,127059
Q86SK9,123034
Q86SP6,131320
Q86SQ0,124661
Q86SQ4,121449
Q86SQ7,116020
Q86SQ9,123018
Q86SR1,120723
Q86SS6,126802
Q86SU0,130413
Q86SX3,129629
Q86SX6,119386
Q86SZ2,125777
Q86T03,124764
Q86T13,127776
Q86T24,115327
Q86T26,126334
Q86T29,941286
Q86T65,117049
Q86T75,128294
Q86T82,121720
Q86T90,121595
Q86T96,130174
Q86TA1,122912
Q86TB9,128613
Q86TC9,124185
Q86TE4,130772
Q86TG1,126189
Q86TG7,116717
Q86TH1,115068
Q86TI0,116823
Q86TI2,124789
Q86TI4,131548
Q86TJ2,125041
Q86TJ5,125417
Q86TL0,124401
Q86TM3,127960
Q86TM6,124085
Q86TN4,123736
Q86TP1,121827
Q86TS9,125788
Q86TU7,123940
Q86TV6,126922
Q86TW2,121401
Q86TX2,534965
Q86TY3,126910
Q86U06,120450
Q86U10,131909
Q86U28,125808
Q86U38,127790
Q86U42,113777
Q86U44,121139
Q86U70,114384
Q86U86,120490
